Timestamp (ms),Date,Hour (h),Minute (min),Second (s),Analog 1 (V),Analog 2 (V),Analog 3 (V),Analog 4 (V),Accel X (g),Accel Y (g),Accel Z (g),Intake Air Temp (°F),Coolant Temp (°F),Economy (l/100km),Econ avg 1 (l/100km),Econ avg 2 (l/100km),Trip 1 (km),Trip 2 (km),Fuel usage (l/h),Engine Speed (RPM),Engine Load (mg/str),Mass Airflow (kg/h),MAF Voltage (V),Knock Current (°CRK),Vanos (°CRK),TPS (%),Ignition Angle (°CRK),Fuel Inj (ms),Speed (mph),IACV (%),Lambda Int 1 (%),Lambda Int 2 (%),Lambda 1 (V),Lambda 2 (V),Battery Voltage (V),WBO (AFR),Oil Temp (°F),Oil Pressure (PSI),Brake Pressure (%),GPS Speed (km/h),GPS North (Angle),GPS Altitude (m),GPS Latitude (°),GPS Longitude (°),
320623,250209,19,41,37,2.643,0.513,0.447,3.155,-0.252,-0.044,0.284,88,190,99.00,98.25,98.25,517.91,517.94,73.02,5251,665.87,630.00,4.72,-0.75,16.85,75,18.55,18.54,65,0,-0.00,-0.00,0.47,0.47,13.84,14.88,226,79,1,112.47,329.30,159.600006,30.135868,-97.636597,
320699,250209,19,41,37,2.655,0.506,0.442,3.155,-0.124,-0.028,0.312,88,190,99.00,98.25,98.25,517.91,517.94,73.28,5322,661.90,634.50,4.76,-0.75,14.98,75,19.67,18.36,65,0,-0.00,-0.00,0.47,0.47,13.74,15.10,226,80,0,112.47,329.30,159.600006,30.135868,-97.636597,
320769,250209,19,41,37,2.701,0.547,0.436,3.155,-0.008,-0.092,0.332,88,190,99.00,98.25,98.25,517.91,517.94,73.30,5372,660.51,630.00,4.78,-0.38,13.86,73,20.41,18.19,65,0,-0.00,-0.00,0.47,0.47,13.84,15.15,226,80,-0,113.34,329.74,159.500000,30.135893,-97.636612,
320839,250209,19,41,37,2.695,0.527,0.439,3.155,0.080,0.172,0.144,88,190,99.00,98.25,98.25,517.91,517.94,74.00,5374,667.11,643.50,4.78,-0.38,13.86,72,20.04,18.36,65,0,-0.00,-0.00,0.47,0.47,13.84,15.26,226,81,0,114.53,330.02,159.500000,30.135918,-97.636627,
320909,250209,19,41,37,2.639,0.557,0.446,3.155,0.148,0.144,0.260,88,190,99.00,98.25,98.25,517.91,517.94,74.00,5458,668.75,675.25,4.78,-1.12,13.86,71,20.79,18.29,65,0,-0.00,-0.00,0.47,0.45,13.84,15.06,226,81,1,114.53,330.02,159.500000,30.135918,-97.636627,
320979,250209,19,41,37,2.678,0.489,0.439,3.155,0.316,0.060,0.244,88,190,99.00,98.25,98.25,517.91,517.94,75.22,5392,676.54,657.25,4.78,-1.12,13.86,71,20.41,18.60,65,0,-0.00,-0.00,0.49,0.45,13.84,15.06,226,79,0,115.64,329.95,159.399994,30.135944,-97.636642,
321049,250209,19,41,37,2.713,0.579,0.446,3.155,0.388,-0.056,0.260,88,190,99.00,98.25,98.25,517.91,517.95,75.22,5519,666.12,660.75,4.88,-1.50,13.86,71,21.16,18.25,65,0,-0.00,-0.00,0.47,0.45,13.84,15.05,226,80,0,116.53,329.89,159.300003,30.135969,-97.636665,
321123,250209,19,41,37,2.755,0.532,0.433,3.155,0.364,-0.036,0.240,88,190,99.00,98.25,98.25,517.91,517.95,75.55,5554,671.94,688.50,4.84,-3.38,14.23,71,21.53,18.45,71,0,-0.00,-0.00,0.49,0.47,13.84,15.07,226,80,0,117.56,329.37,159.199997,30.135996,-97.636681,
321200,250209,19,41,37,2.764,0.481,0.438,3.155,0.564,0.076,0.228,88,190,99.00,98.25,98.25,517.92,517.95,76.85,5589,673.18,690.25,4.82,-3.38,13.48,71,21.91,18.52,71,0,-0.00,-0.00,0.49,0.47,13.84,15.08,226,80,0,117.56,329.37,159.199997,30.135996,-97.636681,
321269,250209,19,41,37,2.772,0.508,0.436,3.155,0.736,0.012,0.176,88,190,99.00,98.25,98.25,517.92,517.95,77.65,5589,673.18,690.25,4.82,-3.38,13.48,71,21.91,18.52,71,0,-0.00,-0.00,0.49,0.47,13.84,15.06,227,80,0,118.42,328.71,159.100006,30.136021,-97.636696,
321339,250209,19,41,37,2.649,0.513,0.444,3.155,0.704,0.012,0.148,88,190,99.00,98.25,98.25,517.92,517.95,77.58,5628,669.00,688.00,4.84,-3.38,13.86,71,21.91,18.38,71,0,-0.00,-0.00,0.47,0.45,13.84,15.03,227,80,0,119.60,327.93,159.000000,30.136045,-97.636719,
321409,250209,19,41,37,2.663,0.474,0.452,3.155,0.676,0.164,0.204,88,190,99.00,98.25,98.25,517.92,517.95,79.07,5696,672.90,696.75,4.88,-3.38,14.23,71,22.28,18.51,71,0,-0.00,-0.00,0.49,0.47,13.84,15.22,227,81,0,119.60,327.93,159.000000,30.136045,-97.636719,
321479,250209,19,41,37,2.740,0.509,0.441,3.155,0.820,-0.056,0.268,88,190,99.00,98.25,98.25,517.92,517.95,78.85,5695,671.31,691.75,4.90,-4.12,13.86,71,22.28,18.46,71,0,-0.00,-0.00,0.47,0.47,13.84,15.17,227,82,0,120.53,326.77,158.899994,30.136072,-97.636734,
321549,250209,19,41,38,2.695,0.513,0.452,3.155,0.880,0.056,0.176,88,190,99.00,98.25,98.25,517.92,517.96,78.85,5755,676.20,696.75,4.94,-4.12,13.86,71,22.65,18.62,71,0,-0.00,-0.00,0.47,0.45,13.84,15.09,227,81,0,121.27,325.85,158.800003,30.136097,-97.636757,
321623,250209,19,41,38,2.746,0.479,0.446,3.155,0.872,0.300,0.192,87,190,99.00,98.25,98.25,517.93,517.96,80.92,5794,674.75,720.00,4.92,-4.12,14.23,71,23.02,18.62,71,0,-0.00,-0.00,0.47,0.45,13.84,15.15,227,80,0,122.34,324.56,158.699997,30.136122,-97.636780,
321699,250209,19,41,38,2.764,0.554,0.429,3.155,0.788,0.100,0.352,87,190,99.00,98.25,98.25,517.93,517.96,80.92,5828,672.88,708.75,4.92,-4.12,14.23,71,23.02,18.55,71,0,-0.00,-0.00,0.47,0.45,13.84,15.21,228,81,0,122.34,324.56,158.699997,30.136122,-97.636780,
321769,250209,19,41,38,2.719,0.512,0.444,3.155,0.784,0.304,0.100,87,190,99.00,98.25,98.25,517.93,517.96,81.06,5862,670.99,708.25,4.94,-4.12,14.23,71,23.40,18.53,71,0,-0.00,-0.00,0.47,0.45,13.84,15.16,228,82,0,123.14,323.29,158.600006,30.136147,-97.636795,
321839,250209,19,41,38,2.762,0.521,0.443,3.155,0.660,0.384,0.112,87,190,99.00,98.25,98.25,517.93,517.96,81.47,5828,673.11,708.75,4.98,-3.75,14.23,71,23.02,18.56,71,0,-0.00,-0.00,0.47,0.45,13.84,15.07,227,82,0,124.27,322.03,158.500000,30.136171,-97.636818,
321909,250209,19,41,38,2.567,0.505,0.437,3.155,0.732,0.260,0.256,87,190,99.00,98.25,98.25,517.93,517.96,81.11,5828,673.11,708.75,4.98,-3.75,14.23,71,23.02,18.56,71,0,-0.00,-0.00,0.47,0.45,13.84,15.13,227,79,0,124.27,322.03,158.500000,30.136171,-97.636818,
321979,250209,19,41,38,2.688,0.495,0.441,3.155,0.600,-0.212,-0.088,87,190,99.00,98.25,98.25,517.93,517.96,28.90,5861,440.92,427.25,3.69,-3.75,14.23,8,31.98,6.57,71,0,-0.00,-0.00,0.47,0.45,13.84,14.83,227,78,0,125.29,320.74,158.500000,30.136196,-97.636841,
322049,250209,19,41,38,2.601,0.637,0.443,3.155,0.536,-0.020,-0.164,87,190,99.00,98.25,98.25,517.93,517.97,6.17,5624,68.65,67.50,1.99,0.00,13.48,0,11.46,1.46,71,0,-0.00,-0.00,0.45,0.45,13.84,14.96,227,79,-0,126.29,319.72,158.399994,30.136219,-97.636864,
322123,250209,19,41,38,2.687,1.309,0.438,3.155,0.480,-0.020,-0.168,87,190,99.00,98.25,98.25,517.93,517.97,5.03,5685,50.44,51.75,1.76,0.00,15.35,0,4.00,1.18,71,0,-0.00,-0.00,0.45,0.45,13.43,14.97,227,79,8,126.34,318.58,158.399994,30.136244,-97.636894,
322199,250209,19,41,38,2.628,1.571,0.431,3.155,0.512,-0.076,-0.300,87,190,99.00,98.25,98.25,517.94,517.97,5.03,5693,53.11,55.00,1.80,0.00,16.85,0,5.12,1.44,76,0,-0.00,-0.00,0.45,0.45,13.74,15.13,227,80,18,126.34,318.58,158.399994,30.136244,-97.636894,
322291,250209,19,41,38,2.595,1.841,0.444,3.155,0.416,-0.112,-0.652,87,190,99.00,98.25,98.25,517.94,517.97,5.87,5534,51.18,51.50,1.72,0.00,18.72,0,4.38,1.42,76,0,-0.00,-0.00,0.47,0.45,13.64,14.84,227,78,28,125.92,317.83,158.300003,30.136267,-97.636917,
322339,250209,19,41,38,2.595,2.129,0.433,3.155,0.344,-0.124,-0.792,87,190,99.00,98.25,98.25,517.94,517.97,5.87,5361,52.10,51.00,1.72,0.00,20.22,0,4.75,1.44,76,0,-0.00,-0.00,0.53,0.49,13.64,14.86,227,77,34,125.18,316.99,158.300003,30.136290,-97.636940,
322409,250209,19,41,38,2.663,2.073,0.429,3.155,0.272,-0.340,-0.860,87,190,99.00,98.25,98.25,517.94,517.97,5.78,5178,52.56,49.50,1.70,0.00,22.84,0,5.12,1.45,76,0,-0.00,-0.00,1.11,0.90,13.74,14.98,227,77,38,125.18,316.99,158.300003,30.136290,-97.636940,
322480,250209,19,41,38,2.531,2.051,0.443,3.155,0.248,-0.200,-0.792,87,190,99.00,98.25,98.25,517.94,517.97,5.64,4939,54.29,48.50,1.68,0.00,24.34,0,5.87,1.48,76,0,-0.00,-0.00,4.61,4.08,13.74,14.66,227,75,40,123.08,316.32,158.199997,30.136312,-97.636963,
322549,250209,19,41,38,2.570,1.871,0.438,3.155,0.348,-0.276,-0.916,87,190,99.00,98.25,98.25,517.94,517.98,5.50,4939,54.29,48.50,1.68,0.00,24.34,0,5.87,1.48,76,0,-0.00,-0.00,4.61,4.08,13.74,14.76,227,73,39,120.47,315.76,158.199997,30.136333,-97.636986,
322623,250209,19,41,39,2.637,1.821,0.430,3.155,0.272,-0.044,-0.912,87,190,99.00,98.25,98.25,517.95,517.98,5.16,4618,55.29,46.50,1.64,0.00,26.21,0,6.61,1.49,76,0,-0.00,-0.00,4.70,4.53,13.74,14.95,227,75,35,117.45,315.37,158.199997,30.136354,-97.637009,
322699,250209,19,41,39,2.495,1.680,0.422,3.155,0.460,-0.196,-0.828,85,190,99.00,98.25,98.25,517.95,517.98,5.15,4968,48.70,43.75,1.58,0.00,27.34,0,4.00,1.38,76,0,-0.00,-0.00,4.72,4.65,13.64,14.82,226,77,30,117.45,315.37,158.199997,30.136354,-97.637009,
322769,250209,19,41,39,2.463,1.555,0.446,3.155,0.440,-0.268,-0.752,85,192,99.00,98.25,98.25,517.95,517.98,5.02,4863,48.43,43.00,1.58,0.00,29.59,0,3.63,1.38,76,0,-0.00,-0.00,4.72,4.68,13.74,14.74,226,74,28,114.42,314.62,158.199997,30.136374,-97.637039,
322839,250209,19,41,39,2.460,1.588,0.438,3.155,0.392,-0.228,-0.744,85,192,99.00,98.25,98.25,517.95,517.98,5.10,4703,53.11,45.50,1.62,0.00,31.46,0,5.49,1.45,76,0,-0.00,-0.00,4.72,4.70,13.74,14.58,226,73,27,111.29,314.00,158.199997,30.136393,-97.637062,
322909,250209,19,41,39,2.583,1.686,0.431,3.155,0.376,-0.112,-0.772,85,192,99.00,98.25,98.25,517.95,517.98,5.10,4582,51.39,42.75,1.56,0.00,33.33,0,4.75,1.42,76,0,-0.00,-0.00,4.74,4.72,13.64,14.93,226,73,27,111.29,314.00,158.199997,30.136393,-97.637062,
322979,250209,19,41,39,2.550,1.684,0.448,3.155,0.404,-0.236,-0.780,85,192,99.00,98.25,98.25,517.95,517.99,4.79,4478,51.91,42.00,1.54,0.00,35.20,0,5.49,1.43,76,0,-0.00,-0.00,4.74,4.72,13.74,14.85,226,74,29,108.77,313.25,158.199997,30.136412,-97.637085,
323049,250209,19,41,39,2.436,1.628,0.448,3.155,0.468,-0.348,-0.772,85,192,99.00,98.25,98.25,517.95,517.99,4.79,4456,50.48,41.00,1.50,0.00,37.08,0,4.75,1.40,76,0,-0.00,-0.00,4.74,4.72,13.64,14.73,226,74,29,106.23,312.59,158.100006,30.136429,-97.637100,
323123,250209,19,41,39,2.580,1.651,0.429,3.155,0.420,-0.028,-0.364,88,192,99.00,98.25,98.25,517.96,517.99,4.69,4234,52.31,40.00,1.50,0.00,38.95,0,5.49,1.44,68,0,-0.00,-0.00,4.74,4.72,13.74,14.57,226,71,29,103.60,311.89,158.100006,30.136446,-97.637123,
323199,250209,19,41,39,2.461,1.686,0.430,3.155,0.628,-0.024,-1.032,88,192,99.00,98.25,98.25,517.96,517.99,4.56,4320,49.88,39.00,1.48,0.00,38.95,0,4.75,1.39,68,0,-0.00,-0.00,4.74,4.74,13.74,14.65,226,74,29,103.60,311.89,158.100006,30.136446,-97.637123,
323269,250209,19,41,39,2.537,1.892,0.420,3.155,-0.012,0.244,-0.892,88,192,99.00,98.25,98.25,517.96,517.99,4.52,4320,49.88,39.00,1.48,0.00,38.95,0,4.75,1.39,68,0,-0.00,-0.00,4.74,4.74,13.74,14.57,226,72,30,101.05,310.96,158.100006,30.136463,-97.637146,
323339,250209,19,41,39,2.573,1.980,0.424,3.155,0.400,0.032,-0.812,88,192,99.00,98.25,98.25,517.96,517.99,4.33,4194,49.14,37.50,1.44,0.00,38.95,0,4.38,1.38,68,0,-0.00,-0.00,4.74,4.74,13.74,14.62,226,71,32,98.21,310.36,158.100006,30.136478,-97.637169,
323409,250209,19,41,39,2.352,1.919,0.424,3.155,0.360,-0.116,-0.716,88,192,99.00,98.25,98.25,517.96,517.99,4.43,4204,50.51,38.25,1.46,0.00,38.95,0,5.12,1.40,68,0,-0.00,-0.00,4.74,4.74,13.64,14.53,226,73,37,98.21,310.36,158.100006,30.136478,-97.637169,
323479,250209,19,41,39,2.305,2.007,0.425,3.155,0.212,-0.228,-0.740,88,192,99.00,98.25,98.25,517.96,517.99,4.23,3975,50.21,36.50,1.42,0.00,38.95,0,5.87,1.42,68,0,-0.00,-0.00,4.74,4.74,13.64,14.32,226,69,38,95.14,309.75,158.199997,30.136494,-97.637192,
323549,250209,19,41,39,2.349,2.051,0.429,3.155,0.028,-0.180,-0.824,88,192,99.00,98.25,98.25,517.96,518.00,4.23,3625,56.24,37.50,1.44,0.00,39.32,1,9.97,1.53,68,0,-0.00,-0.00,4.74,4.74,13.74,14.35,226,66,38,92.69,309.12,158.199997,30.136507,-97.637207,
323623,250209,19,41,39,2.269,2.153,0.429,3.155,0.072,-0.376,-0.696,89,192,99.00,98.25,98.25,517.97,518.00,5.37,3362,61.89,38.00,1.44,0.00,39.70,2,39.06,2.13,68,0,-0.00,-0.00,4.74,4.74,13.74,14.19,226,65,39,89.71,308.45,158.300003,30.136520,-97.637230,
323699,250209,19,41,40,2.143,2.423,0.435,3.155,0.188,-0.432,-0.756,89,192,99.00,98.25,98.25,517.97,518.00,5.37,3260,62.39,36.75,1.44,0.00,38.95,3,40.18,2.00,68,0,0.10,0.10,4.74,4.74,13.74,14.15,226,63,42,89.71,308.45,158.300003,30.136520,-97.637230,
323769,250209,19,41,40,2.102,1.978,0.433,3.155,0.164,-0.212,-0.968,89,192,99.00,98.25,98.25,517.97,518.00,4.42,3151,62.50,35.75,1.44,0.00,37.08,5,37.94,1.87,68,0,0.49,0.49,4.76,4.74,13.64,13.91,226,59,46,86.73,308.62,158.300003,30.136534,-97.637253,
323839,250209,19,41,40,2.217,1.377,0.445,3.155,0.252,-0.132,-0.808,89,192,99.00,98.25,98.25,517.97,518.00,4.42,3052,296.33,194.75,3.24,0.00,34.83,30,23.02,8.24,68,0,1.10,1.03,4.76,4.76,13.64,13.98,226,58,35,83.71,308.13,158.399994,30.136547,-97.637268,
323912,250209,19,41,40,2.246,1.392,0.436,3.155,0.292,-0.112,-0.620,89,192,99.00,98.25,98.25,517.97,518.00,18.86,3052,296.33,194.75,3.24,0.00,34.83,30,23.02,8.24,68,0,1.10,1.03,4.76,4.76,13.64,13.27,226,58,25,80.40,307.63,158.399994,30.136559,-97.637283,
323979,250209,19,41,40,2.468,1.421,0.437,3.155,0.352,-0.096,-0.616,89,192,99.00,98.25,98.25,517.97,518.00,48.14,3786,569.12,380.25,3.83,-0.38,31.83,46,17.80,16.95,68,0,2.50,2.39,4.76,4.74,13.74,14.15,226,55,22,80.40,307.63,158.399994,30.136559,-97.637283,
324049,250209,19,41,40,2.721,1.421,0.443,3.155,0.472,-0.228,-0.556,89,192,99.00,98.25,98.25,517.97,518.01,53.63,5284,522.56,498.50,4.26,-1.12,32.58,42,21.53,13.53,68,0,4.24,4.09,4.76,4.74,13.74,15.13,226,84,23,77.60,307.12,158.399994,30.136570,-97.637306,
324123,250209,19,41,40,2.276,1.495,0.442,3.155,0.512,0.092,-0.108,89,192,99.00,98.25,98.25,517.98,518.01,26.58,6237,253.58,236.75,3.12,-3.00,34.45,20,26.01,5.68,68,0,6.15,6.01,4.72,4.70,13.64,14.76,226,81,24,75.51,306.15,158.399994,30.136581,-97.637321,
324199,250209,19,41,40,2.387,1.841,0.438,3.155,0.652,-0.276,-0.676,91,192,99.00,98.25,98.25,517.98,518.01,26.58,4747,116.03,58.00,1.82,0.00,36.70,0,30.48,2.62,52,0,5.80,6.19,0.47,0.59,13.64,14.47,226,71,24,75.51,306.15,158.399994,30.136581,-97.637321,
324269,250209,19,41,40,2.175,1.956,0.440,3.155,0.712,-0.216,-0.796,91,192,99.00,98.25,98.25,517.98,518.01,5.34,4517,55.59,43.75,1.58,0.00,35.58,0,35.33,1.58,52,0,5.65,6.02,0.47,0.51,13.64,13.78,226,65,34,73.54,304.65,158.500000,30.136591,-97.637337,
324339,250209,19,41,40,2.017,1.990,0.448,3.155,0.824,-0.204,-0.836,91,192,99.00,98.25,98.25,517.98,518.01,5.34,4442,53.24,42.75,1.56,0.00,37.08,0,33.84,1.53,52,0,5.65,6.02,0.47,0.49,13.74,14.03,226,62,37,72.19,303.30,158.500000,30.136602,-97.637352,
324409,250209,19,41,40,1.424,1.876,0.427,3.155,0.884,-0.312,-0.696,91,192,99.00,98.25,98.25,517.98,518.01,5.11,4286,54.68,42.75,1.56,0.00,39.32,0,33.47,1.56,52,0,5.65,6.02,0.57,0.62,13.74,13.45,226,59,38,72.19,303.30,158.500000,30.136602,-97.637352,
324480,250209,19,41,40,1.249,1.418,0.434,3.155,0.924,-0.284,-0.552,91,192,99.00,98.25,98.25,517.98,518.01,5.01,4159,52.92,39.75,1.50,0.00,39.32,0,31.98,1.53,52,0,5.65,6.02,4.24,3.85,13.64,12.69,226,44,36,68.91,301.15,158.500000,30.136610,-97.637375,
324549,250209,19,41,40,1.353,1.018,0.434,3.155,0.964,-0.212,-0.568,91,192,99.00,98.25,98.25,517.98,518.01,4.76,4159,52.92,39.75,1.50,0.00,39.32,0,31.98,1.53,52,0,5.65,6.02,4.24,3.85,13.64,12.77,227,31,21,66.08,298.71,158.500000,30.136618,-97.637390,
324623,250209,19,41,40,1.322,0.502,0.434,3.155,1.208,-0.148,-0.476,91,192,99.00,98.25,98.25,517.98,518.01,4.62,4122,51.26,38.25,1.48,0.00,38.95,0,30.86,1.50,52,0,5.65,6.02,4.68,4.53,13.74,12.56,227,31,14,63.91,296.15,158.500000,30.136625,-97.637405,
324699,250209,19,41,40,1.236,0.495,0.446,3.155,1.164,-0.176,-0.376,91,192,99.00,98.25,98.25,517.98,518.02,4.60,4026,52.12,38.25,1.46,0.00,38.95,0,31.60,1.52,52,0,5.65,6.02,4.72,4.67,13.74,12.43,227,28,4,63.91,296.15,158.500000,30.136625,-97.637405,
324769,250209,19,41,41,1.200,0.502,0.425,3.155,1.252,-0.168,-0.200,91,192,99.00,98.25,98.25,517.98,518.02,4.56,3977,51.95,37.50,1.44,0.00,37.45,0,31.23,1.53,52,0,5.65,6.02,4.74,4.70,13.74,12.45,227,27,-0,62.15,292.84,158.500000,30.136631,-97.637421,
324839,250209,19,41,41,1.289,0.479,0.430,3.155,1.236,-0.172,-0.260,91,192,99.00,98.25,98.25,517.99,518.02,4.42,3998,49.35,35.75,1.41,0.00,36.33,0,30.11,1.47,52,0,5.65,6.02,4.74,4.72,13.84,12.50,227,26,0,60.52,289.32,158.600006,30.136635,-97.637436,
324909,250209,19,41,41,1.236,0.513,0.428,3.155,1.264,-0.136,-0.224,91,192,99.00,98.25,98.25,517.99,518.02,4.42,3963,49.64,35.75,1.41,0.00,34.45,0,30.48,1.48,52,0,5.65,6.02,4.76,4.74,13.84,12.51,227,27,0,60.52,289.32,158.600006,30.136635,-97.637436,
324979,250209,19,41,41,1.203,0.490,0.434,3.155,1.228,-0.164,-0.172,91,192,99.00,98.25,98.25,517.99,518.02,4.45,3912,50.90,36.50,1.42,0.00,33.33,0,30.86,1.52,52,0,5.65,6.02,4.76,4.74,13.84,12.45,227,26,0,59.60,284.91,158.600006,30.136639,-97.637459,
325049,250209,19,41,41,1.151,0.508,0.445,3.155,1.268,-0.120,-0.312,91,192,99.00,98.25,98.25,517.99,518.02,4.45,3878,50.42,35.75,1.41,0.00,31.46,0,30.48,1.51,52,0,5.65,6.02,4.76,4.74,13.84,12.29,227,25,0,58.54,281.35,158.600006,30.136641,-97.637474,
325123,250209,19,41,41,1.129,0.522,0.431,3.155,1.184,-0.144,-0.288,91,192,99.00,98.25,98.25,517.99,518.02,4.38,3829,50.09,34.75,1.39,0.00,30.33,0,30.11,1.50,40,0,5.65,6.02,4.76,4.74,13.94,12.30,227,24,-0,57.75,277.13,158.600006,30.136642,-97.637489,
325199,250209,19,41,41,1.119,0.513,0.445,3.155,1.292,-0.132,-0.284,91,192,99.00,98.25,98.25,517.99,518.02,4.31,3786,50.15,34.75,1.39,0.00,28.84,1,30.11,1.50,40,0,5.65,6.02,4.76,4.76,13.94,12.26,227,22,0,57.75,277.13,158.600006,30.136642,-97.637489,
325269,250209,19,41,41,1.101,0.500,0.437,3.155,1.220,-0.128,-0.224,91,192,99.00,98.25,98.25,517.99,518.02,4.26,3786,50.15,34.75,1.39,0.00,28.84,1,30.11,1.50,40,0,5.65,6.02,4.76,4.76,13.94,12.21,227,22,-0,56.73,272.94,158.600006,30.136642,-97.637505,
325339,250209,19,41,43,1.072,0.484,0.445,3.155,1.240,-0.040,-0.164,91,192,99.00,98.25,98.25,517.99,518.02,6.52,3824,68.57,49.00,1.74,0.00,28.09,9,40.56,2.27,40,0,8.62,8.99,4.76,4.76,13.84,12.18,227,22,-0,55.45,268.41,158.600006,30.136642,-97.637520,
325409,250209,19,41,43,1.091,0.513,0.438,3.155,1.172,-0.200,-0.052,91,192,99.00,98.25,98.25,517.99,518.03,14.16,3827,155.17,114.75,2.58,0.00,26.21,22,34.21,4.93,40,0,9.32,9.63,4.76,4.76,13.94,12.19,227,21,0,55.45,268.41,158.600006,30.136642,-97.637520,
325479,250209,19,41,43,1.068,0.489,0.422,3.155,1.196,-0.088,0.016,91,192,99.00,98.25,98.25,517.99,518.03,26.68,3996,289.57,217.25,3.26,0.00,25.47,26,26.01,8.90,40,0,10.61,10.85,4.76,4.76,13.94,12.20,227,21,0,54.49,264.37,158.500000,30.136641,-97.637535,
325549,250209,19,41,43,1.082,0.508,0.442,3.155,1.132,0.004,0.124,91,192,99.00,98.25,98.25,517.99,518.03,26.68,4032,356.16,261.50,3.38,-1.12,24.34,26,25.64,10.75,40,0,12.16,12.39,2.01,1.46,13.84,12.22,227,21,0,53.97,259.98,158.500000,30.136637,-97.637550,
325623,250209,19,41,43,1.059,0.493,0.437,3.155,1.148,-0.088,0.080,92,192,99.00,98.25,98.25,518.00,518.03,31.39,3960,358.01,257.00,3.38,-1.12,25.09,26,24.89,10.57,40,0,9.74,9.98,0.51,0.59,13.84,12.16,227,20,0,54.10,255.80,158.500000,30.136633,-97.637566,
325699,250209,19,41,43,1.068,0.531,0.456,3.155,1.204,0.092,0.084,92,192,99.00,98.25,98.25,518.00,518.03,31.39,4058,343.69,253.50,3.38,-1.12,25.47,26,26.01,10.03,40,0,8.19,8.43,0.51,0.53,13.84,12.18,227,21,-0,54.10,255.80,158.500000,30.136633,-97.637566,
325769,250209,19,41,43,1.052,0.553,0.441,3.155,1.204,0.092,0.084,92,192,99.00,98.25,98.25,518.00,518.03,30.54,4026,344.19,252.50,3.34,-1.12,26.21,26,26.01,9.89,40,0,6.63,6.85,0.51,0.51,13.84,12.17,227,21,-0,54.65,251.07,158.500000,30.136629,-97.637581,
325839,250209,19,41,43,1.053,0.481,0.448,3.155,1.140,0.024,0.064,92,192,99.00,98.25,98.25,518.00,518.03,29.86,4074,335.87,248.00,3.34,-1.12,26.96,26,26.38,9.54,40,0,5.07,5.31,0.51,0.51,13.84,12.16,227,20,0,55.39,247.49,158.399994,30.136623,-97.637596,
325909,250209,19,41,43,1.033,0.529,0.446,3.155,1.156,0.000,0.140,92,192,99.00,98.25,98.25,518.00,518.03,29.14,4074,335.87,248.00,3.34,-1.12,26.96,26,26.38,9.54,40,0,5.07,5.31,0.51,0.51,13.84,12.11,226,20,0,55.39,247.49,158.399994,30.136623,-97.637596,
325979,250209,19,41,43,1.031,0.509,0.420,3.155,1.192,-0.076,0.096,92,192,99.00,98.25,98.25,518.00,518.03,27.30,4063,318.51,235.25,3.28,-1.12,28.09,25,26.75,8.96,40,0,3.52,3.74,0.51,0.49,13.94,12.11,226,20,0,56.12,243.38,158.399994,30.136616,-97.637611,
326049,250209,19,41,43,1.062,0.505,0.437,3.155,1.128,0.000,0.068,92,192,99.00,98.25,98.25,518.00,518.03,26.74,4098,314.08,234.25,3.28,-0.75,28.46,25,27.50,8.70,40,0,1.98,2.20,0.51,0.49,13.84,12.10,226,20,0,56.89,239.63,158.399994,30.136608,-97.637619,
326123,250209,19,41,43,1.071,0.513,0.444,3.155,1.168,0.068,0.072,92,192,99.00,98.25,98.25,518.00,518.03,26.46,4111,314.87,235.25,3.28,-0.75,29.21,25,27.87,8.58,40,0,0.44,0.67,0.51,0.49,13.94,12.20,226,20,0,57.39,236.11,158.399994,30.136600,-97.637634,
326199,250209,19,41,43,1.119,0.493,0.434,3.155,1.192,0.028,0.016,94,192,99.00,98.25,98.25,518.00,518.03,26.14,4126,315.15,235.25,3.28,-0.75,29.96,25,27.87,8.45,36,0,-1.10,-0.86,0.51,0.49,13.84,12.17,226,21,0,57.39,236.11,158.399994,30.136600,-97.637634,
326269,250209,19,41,43,1.129,0.489,0.425,3.155,1.172,0.068,0.028,94,192,99.00,98.25,98.25,518.00,518.03,26.14,4229,323.44,249.00,3.36,-0.75,30.71,26,27.50,8.52,36,0,-2.66,-2.42,0.53,0.49,13.94,12.28,226,22,-0,57.84,232.10,158.399994,30.136591,-97.637650,
326339,250209,19,41,43,1.232,0.518,0.444,3.155,1.132,0.088,0.080,94,192,99.00,98.25,98.25,518.00,518.03,31.13,4206,389.55,299.25,3.57,-0.75,31.83,28,24.14,9.87,36,0,-4.28,-4.04,0.61,0.51,13.94,12.35,226,23,-0,58.08,227.19,158.300003,30.136581,-97.637657,
326409,250209,19,41,43,1.206,0.493,0.429,3.155,1.188,0.068,0.196,94,192,99.00,98.25,98.25,518.00,518.04,31.13,4254,478.78,387.00,3.92,-0.38,32.58,35,19.67,12.44,36,0,-5.93,-5.69,0.74,0.55,13.84,12.38,226,24,0,58.08,227.19,158.300003,30.136581,-97.637657,
326479,250209,19,41,43,1.238,0.481,0.446,3.155,1.180,-0.068,0.200,94,192,99.00,98.25,98.25,518.00,518.04,39.68,4478,582.23,474.50,4.18,-1.12,33.33,42,19.30,14.46,36,0,-7.66,-7.40,1.25,0.76,13.84,12.38,226,25,0,58.23,223.13,158.300003,30.136570,-97.637672,
